Time,Position (y)
13.6167,1.6016
13.6333,1.60326
13.65,1.60488
13.6667,1.60651
13.6833,1.60817
13.7,1.60978
13.7167,1.61138
13.7333,1.61294
13.75,1.61443
13.7667,1.61547
13.7833,1.61684
13.8,1.61877
13.8167,1.62012
13.8333,1.62153
13.85,1.62319
13.8667,1.62453
13.8833,1.62567
13.9,1.62665
13.9167,1.62732
13.9333,1.62812
13.95,1.62911
13.9667,1.62949
13.9833,1.6299
14,1.63056
14.0167,1.63085
14.0333,1.63066
14.05,1.63045
14.0667,1.63039
14.0833,1.6297
14.1,1.62897
14.1167,1.62836
14.1333,1.62701
14.15,1.62551
14.1667,1.62417
14.1833,1.62244
14.2,1.62013
14.2167,1.61778
14.2333,1.6155
14.25,1.61279
14.2667,1.60953
14.2833,1.60588
14.3,1.60217
14.3167,1.59853
14.3333,1.59473
14.35,1.59049
14.3667,1.58569
14.3833,1.58078
14.4,1.57565
14.4167,1.57019
14.4333,1.56475
14.45,1.55889
14.4667,1.55279
14.4833,1.54621
14.5,1.53909
14.5167,1.53188
14.5333,1.52476
14.55,1.52124
14.5667,1.52082
14.5833,1.5195
14.6,1.52208
14.6167,1.5283
14.6333,1.5332
14.65,1.53677
14.6667,1.54022
14.6833,1.54354
14.7,1.54555
14.7167,1.54592
14.7333,1.54587
14.75,1.54562
14.7667,1.54432
14.7833,1.54238
14.8,1.53962
14.8167,1.53604
14.8333,1.53164
14.85,1.52642
14.8667,1.52399
14.8833,1.52435
14.9,1.52385
14.9167,1.52224
14.9333,1.51994
14.95,1.51886
14.9667,1.51795
14.9833,1.51577
15,1.51304
15.0167,1.51104
15.0333,1.51146
15.05,1.51251
15.0667,1.51282
15.0833,1.51259
15.1,1.5128
15.1167,1.51345
15.1333,1.51375
15.15,1.51415
15.1667,1.51441
15.1833,1.51453
15.2,1.51452
15.2167,1.51503
15.2333,1.51582
15.25,1.51591
15.2667,1.5153
15.2833,1.514
15.3,1.5136
15.3167,1.51411
15.3333,1.51421
15.35,1.51421
15.3667,1.51417
15.3833,1.51412
15.4,1.51407
15.4167,1.51402
15.4333,1.51397
15.45,1.51391
15.4667,1.51383
15.4833,1.51374
15.5,1.51363
15.5167,1.51352
15.5333,1.51343
15.55,1.51336
15.5667,1.51327
15.5833,1.51317
15.6,1.51306
15.6167,1.51296
15.6333,1.51285
15.65,1.51273
15.6667,1.5126
15.6833,1.51252
15.7,1.51216
15.7167,1.51195
15.7333,1.51211
15.75,1.51211
15.7667,1.51207
15.7833,1.51202
15.8,1.51196
15.8167,1.51195
15.8333,1.51199
15.85,1.51203
15.8667,1.51205
15.8833,1.51207
15.9,1.51208
15.9167,1.51214
15.9333,1.51225
15.95,1.51235
15.9667,1.51245
15.9833,1.51254
16,1.51263
16.0167,1.51279
16.0333,1.513
16.05,1.51319
16.0667,1.51337
16.0833,1.51354
16.1,1.51371
16.1167,1.51395
16.1333,1.51424
16.15,1.51451
16.1667,1.51477
16.1833,1.51502
16.2,1.51527
16.2167,1.51557
16.2333,1.51591
16.25,1.51623
16.2667,1.51655
16.2833,1.51687
16.3,1.51719
16.3167,1.51749
16.3333,1.51785
16.35,1.51825
16.3667,1.51862
16.3833,1.51898
16.4,1.51934
16.4167,1.5197
16.4333,1.52006
16.45,1.52041
16.4667,1.52079
16.4833,1.5212
