Time,Position (x)
17,-1.86865
17.0167,-1.86719
17.0333,-1.86559
17.05,-1.8642
17.0667,-1.86308
17.0833,-1.862
17.1,-1.86095
17.1167,-1.85991
17.1333,-1.85868
17.15,-1.85752
17.1667,-1.85655
17.1833,-1.85564
17.2,-1.85475
17.2167,-1.85392
17.2333,-1.85319
17.25,-1.85251
17.2667,-1.8519
17.2833,-1.85138
17.3,-1.85096
17.3167,-1.85065
17.3333,-1.85041
17.35,-1.85021
17.3667,-1.85002
17.3833,-1.84984
17.4,-1.8497
17.4167,-1.84959
17.4333,-1.84951
17.45,-1.84948
17.4667,-1.8495
17.4833,-1.8496
17.5,-1.8498
17.5167,-1.85006
17.5333,-1.8504
17.55,-1.85084
17.5667,-1.85137
17.5833,-1.85191
17.6,-1.8524
17.6167,-1.85287
17.6333,-1.8533
17.65,-1.85365
17.6667,-1.85397
17.6833,-1.85433
17.7,-1.8548
17.7167,-1.85538
17.7333,-1.85597
17.75,-1.85662
17.7667,-1.85726
17.7833,-1.85785
17.8,-1.85853
17.8167,-1.85925
17.8333,-1.85988
17.85,-1.86039
17.8667,-1.86079
17.8833,-1.86115
17.9,-1.86145
17.9167,-1.8617
17.9333,-1.85973
17.95,-1.85564
17.9667,-1.8518
17.9833,-1.84803
18,-1.84425
18.0167,-1.84049
18.0333,-1.83673
18.05,-1.83301
18.0667,-1.82935
18.0833,-1.82565
18.1,-1.82193
18.1167,-1.81824
18.1333,-1.81452
18.15,-1.81077
18.1667,-1.80707
18.1833,-1.8035
18.2,-1.80004
18.2167,-1.79666
18.2333,-1.79335
18.25,-1.79005
18.2667,-1.78675
18.2833,-1.78351
18.3,-1.78039
18.3167,-1.77736
18.3333,-1.77431
18.35,-1.77129
18.3667,-1.76834
18.3833,-1.76545
18.4,-1.76262
18.4167,-1.75989
18.4333,-1.7573
18.45,-1.75486
18.4667,-1.7526
18.4833,-1.75054
18.5,-1.7487
18.5167,-1.74709
18.5333,-1.74571
18.55,-1.74455
18.5667,-1.74234
18.5833,-1.73927
18.6,-1.73667
18.6167,-1.73441
18.6333,-1.73242
18.65,-1.73078
18.6667,-1.72953
18.6833,-1.72855
18.7,-1.728
18.7167,-1.72791
18.7333,-1.72819
18.75,-1.72826
18.7667,-1.72816
18.7833,-1.72863
18.8,-1.72965
18.8167,-1.73086
18.8333,-1.7324
18.85,-1.73443
18.8667,-1.73673
18.8833,-1.73938
18.9,-1.74241
18.9167,-1.74579
18.9333,-1.74946
18.95,-1.75354
18.9667,-1.75802
18.9833,-1.7629
19,-1.76819
19.0167,-1.77386
19.0333,-1.77987
19.05,-1.78623
19.0667,-1.79311
19.0833,-1.80042
19.1,-1.8081
19.1167,-1.81622
19.1333,-1.82469
19.15,-1.83355
19.1667,-1.84293
19.1833,-1.85275
19.2,-1.86293
19.2167,-1.87351
19.2333,-1.88448
19.25,-1.89598
19.2667,-1.90793
19.2833,-1.92026
19.3,-1.93302
19.3167,-1.94598
19.3333,-1.95933
19.35,-1.97324
19.3667,-1.98753
19.3833,-2.00205
19.4,-2.0113
19.4167,-2.01533
19.4333,-2.01957
19.45,-2.02169
19.4667,-2.0216
19.4833,-2.02157
19.5,-2.02161
19.5167,-2.02348
19.5333,-2.02722
19.55,-2.0311
19.5667,-2.03521
19.5833,-2.03955
19.6,-2.04412
19.6167,-2.04889
19.6333,-2.05386
19.65,-2.05905
19.6667,-2.06296
19.6833,-2.0655
19.7,-2.06834
19.7167,-2.07145
19.7333,-2.07468
19.75,-2.0759
19.7667,-2.07507
19.7833,-2.07427
19.8,-2.07411
19.8167,-2.07456
19.8333,-2.07416
19.85,-2.07322
19.8667,-2.07199
19.8833,-2.0703
19.9,-2.06851
19.9167,-2.06652
19.9333,-2.06422
19.95,-2.06151
19.9667,-2.05854
19.9833,-2.05551
20,-2.05261
20.0167,-2.04966
20.0333,-2.0467
20.05,-2.04368
20.0667,-2.04056
20.0833,-2.03738
20.1,-2.03402
20.1167,-2.03221
20.1333,-2.03207
20.15,-2.03184
20.1667,-2.0315
20.1833,-2.03106
20.2,-2.0305
20.2167,-2.02959
20.2333,-2.02832
20.25,-2.02698
20.2667,-2.02558
20.2833,-2.02409
20.3,-2.0225
20.3167,-2.02084
20.3333,-2.01913
20.35,-2.01737
20.3667,-2.01554
20.3833,-2.01364
20.4,-2.01168
20.4167,-2.00967
20.4333,-2.00761
20.45,-2.00552
20.4667,-2.00342
20.4833,-2.00127
20.5,-1.99909
20.5167,-1.99691
20.5333,-1.99475
20.55,-1.99258
20.5667,-1.99053
20.5833,-1.98863
20.6,-1.98683
20.6167,-1.98514
20.6333,-1.98291
20.65,-1.98005
20.6667,-1.97717
20.6833,-1.97427
20.7,-1.97102
20.7167,-1.96742
20.7333,-1.96374
20.75,-1.9599
20.7667,-1.95618
20.7833,-1.9527
20.8,-1.94931
20.8167,-1.94609
20.8333,-1.94304
20.85,-1.94016
20.8667,-1.93748
20.8833,-1.93463
20.9,-1.93153
20.9167,-1.92836
20.9333,-1.925
20.95,-1.92169
20.9667,-1.91857
20.9833,-1.91554
21,-1.9126
21.0167,-1.90973
21.0333,-1.9069
21.05,-1.90412
21.0667,-1.90142
21.0833,-1.8988
21.1,-1.89628
21.1167,-1.89383
21.1333,-1.89143
21.15,-1.88906
21.1667,-1.88675
21.1833,-1.88451
21.2,-1.88233
21.2167,-1.88025
21.2333,-1.87826
21.25,-1.87636
21.2667,-1.87456
21.2833,-1.87285
21.3,-1.87122
21.3167,-1.86965
21.3333,-1.86818
21.35,-1.86679
21.3667,-1.86555
21.3833,-1.86444
21.4,-1.86343
21.4167,-1.86248
21.4333,-1.86159
21.45,-1.86078
21.4667,-1.86008
21.4833,-1.85951
21.5,-1.85903
21.5167,-1.85861
21.5333,-1.85824
21.55,-1.85794
21.5667,-1.85771
21.5833,-1.85756
21.6,-1.85751
21.6167,-1.85753
21.6333,-1.85762
21.65,-1.85771
21.6667,-1.85781
21.6833,-1.85792
21.7,-1.85809
21.7167,-1.85835
21.7333,-1.85868
21.75,-1.85907
21.7667,-1.85952
