time,actual_temp,actual_pressure,actual_humidity,pred24_temp,pred24_pressure,pred24_humidity,pred48_temp,pred48_pressure,pred48_humidity,pred72_temp,pred72_pressure,pred72_humidity
2025-02-09 21:00:00,6.9,1024.4,93.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 22:00:00,6.5,1024.6,93.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-09 23:00:00,5.9,1024.6,93.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 00:00:00,5.7,1024.3,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 01:00:00,7.1,1024.0,90.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 02:00:00,7.0,1023.6,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 03:00:00,6.4,1023.2,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 04:00:00,6.1,1022.7,91.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 05:00:00,5.6,1022.4,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 06:00:00,5.2,1022.4,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 07:00:00,5.3,1022.1,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 08:00:00,5.4,1021.9,91.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 09:00:00,6.3,1022.1,90.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 10:00:00,8.6,1022.2,85.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 11:00:00,9.7,1022.1,81.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 12:00:00,10.5,1021.8,77.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 13:00:00,11.3,1020.8,73.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 14:00:00,10.9,1020.3,75.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 15:00:00,11.1,1019.4,76.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 16:00:00,10.8,1018.8,76.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 17:00:00,10.0,1018.9,79.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 18:00:00,9.6,1018.9,84.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 19:00:00,8.6,1018.9,91.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 20:00:00,7.7,1019.0,91.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 21:00:00,7.0,1019.0,90.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 22:00:00,6.5,1019.3,91.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-10 23:00:00,6.0,1019.7,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 00:00:00,5.9,1019.7,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 01:00:00,5.3,1019.7,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 02:00:00,6.2,1019.4,89.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 03:00:00,5.6,1019.5,91.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 04:00:00,5.5,1019.4,92.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 05:00:00,5.2,1019.3,94.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 06:00:00,4.4,1019.2,97.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 07:00:00,4.3,1019.2,97.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 08:00:00,4.7,1019.4,97.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 09:00:00,5.4,1019.7,96.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-02-11 10:00:00,6.2,1019.9,96.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
