latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.597538,-4.0735474,885.0,3600,Europe/Berlin,GMT+1

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),pressure_msl (hPa),wind_speed_10m (km/h),wind_direction_10m (°)
2025-01-01T00:00,2.2,67,0.00,1032.0,4.3,332
2025-01-01T01:00,2.6,66,0.00,1032.0,2.8,325
2025-01-01T02:00,2.7,72,0.00,1031.9,2.4,333
2025-01-01T03:00,2.8,73,0.00,1032.1,1.8,349
2025-01-01T04:00,3.5,74,0.00,1032.4,1.1,360
2025-01-01T05:00,3.5,76,0.00,1032.1,2.0,333
2025-01-01T06:00,2.9,78,0.00,1031.6,2.3,337
2025-01-01T07:00,2.2,79,0.00,1031.4,1.9,343
2025-01-01T08:00,1.6,81,0.00,1031.8,0.9,349
2025-01-01T09:00,1.4,83,0.00,1031.9,1.5,306
2025-01-01T10:00,3.8,79,0.00,1032.0,3.8,301
2025-01-01T11:00,5.2,78,0.00,1032.3,1.3,188
2025-01-01T12:00,6.2,77,0.00,1032.1,3.2,180
2025-01-01T13:00,6.9,74,0.00,1031.2,4.3,182
2025-01-01T14:00,7.8,68,0.00,1030.3,4.7,178
2025-01-01T15:00,7.9,67,0.00,1029.5,4.9,163
2025-01-01T16:00,7.7,68,0.00,1029.2,5.5,163
2025-01-01T17:00,6.7,75,0.00,1029.5,5.2,164
2025-01-01T18:00,3.5,92,0.00,1030.2,2.4,189
2025-01-01T19:00,2.7,94,0.00,1030.7,2.3,299
2025-01-01T20:00,2.4,94,0.00,1030.8,3.8,319
2025-01-01T21:00,1.7,95,0.00,1031.0,6.0,327
2025-01-01T22:00,0.0,98,0.00,1031.2,6.6,319
2025-01-01T23:00,-0.8,99,0.00,1031.0,6.0,319
2025-01-02T00:00,-1.0,99,0.00,1031.0,6.2,322
2025-01-02T01:00,-0.8,97,0.00,1030.9,6.1,313
2025-01-02T02:00,-0.6,99,0.00,1030.3,6.9,317
2025-01-02T03:00,-0.8,99,0.00,1030.0,6.7,322
2025-01-02T04:00,-0.5,96,0.00,1029.9,5.2,314
2025-01-02T05:00,-0.2,95,0.00,1029.8,3.9,317
2025-01-02T06:00,-0.1,95,0.00,1029.8,4.0,309
2025-01-02T07:00,-0.2,96,0.00,1029.6,4.5,317
2025-01-02T08:00,-0.3,96,0.00,1029.9,4.5,307
2025-01-02T09:00,-0.1,96,0.00,1029.8,4.2,310
2025-01-02T10:00,2.3,95,0.00,1030.1,3.8,301
2025-01-02T11:00,4.8,89,0.00,1030.6,3.0,218
2025-01-02T12:00,6.2,85,0.00,1030.2,4.1,182
2025-01-02T13:00,7.4,78,0.00,1029.0,6.0,187
2025-01-02T14:00,8.7,69,0.00,1027.9,8.3,196
2025-01-02T15:00,9.0,66,0.00,1026.9,8.0,198
2025-01-02T16:00,8.7,67,0.00,1026.7,8.4,199
2025-01-02T17:00,7.6,72,0.00,1027.1,7.6,198
2025-01-02T18:00,4.1,86,0.00,1027.5,4.4,249
2025-01-02T19:00,2.8,86,0.00,1027.7,4.4,308
2025-01-02T20:00,1.1,86,0.00,1027.6,7.4,321
2025-01-02T21:00,0.4,87,0.00,1027.7,9.9,323
2025-01-02T22:00,0.6,88,0.00,1027.6,9.9,322
2025-01-02T23:00,0.5,90,0.00,1027.6,8.2,320
2025-01-03T00:00,0.7,89,0.00,1027.9,7.0,316
2025-01-03T01:00,0.7,87,0.00,1028.0,7.0,318
2025-01-03T02:00,2.4,79,0.00,1027.0,9.1,324
2025-01-03T03:00,1.1,83,0.00,1026.7,7.6,322
2025-01-03T04:00,2.7,74,0.00,1026.7,6.2,319
2025-01-03T05:00,1.4,76,0.00,1026.3,5.8,321
2025-01-03T06:00,1.2,75,0.00,1026.1,4.6,315
2025-01-03T07:00,1.5,73,0.00,1026.0,4.8,318
2025-01-03T08:00,0.8,75,0.00,1026.1,6.1,320
2025-01-03T09:00,0.7,76,0.00,1026.2,5.4,320
2025-01-03T10:00,3.4,71,0.00,1026.6,5.6,327
2025-01-03T11:00,6.1,63,0.00,1027.2,1.2,207
2025-01-03T12:00,6.9,62,0.00,1027.4,2.7,176
2025-01-03T13:00,8.4,61,0.00,1026.3,2.0,180
2025-01-03T14:00,9.9,56,0.00,1024.9,2.7,217
2025-01-03T15:00,8.8,62,0.00,1025.0,4.5,203
2025-01-03T16:00,8.7,63,0.00,1024.9,2.1,218
2025-01-03T17:00,7.8,68,0.00,1025.1,2.1,200
2025-01-03T18:00,6.0,82,0.00,1025.6,1.6,243
2025-01-03T19:00,5.4,82,0.00,1025.7,3.3,319
2025-01-03T20:00,3.5,90,0.00,1025.7,6.8,328
2025-01-03T21:00,2.5,93,0.00,1025.5,7.8,322
2025-01-03T22:00,2.0,94,0.00,1025.6,6.0,319
2025-01-03T23:00,1.6,94,0.00,1025.8,5.3,322
2025-01-04T00:00,1.2,94,0.00,1026.0,7.2,321
2025-01-04T01:00,0.6,96,0.00,1025.7,6.3,323
2025-01-04T02:00,1.6,98,0.00,1025.1,8.8,325
2025-01-04T03:00,1.0,98,0.00,1025.0,7.4,326
2025-01-04T04:00,0.9,96,0.00,1025.0,5.4,323
2025-01-04T05:00,0.8,95,0.00,1025.0,3.1,324
2025-01-04T06:00,1.0,94,0.00,1025.0,2.7,332
2025-01-04T07:00,0.8,97,0.00,1024.7,3.5,332
2025-01-04T08:00,0.8,96,0.00,1025.1,0.5,315
2025-01-04T09:00,1.6,91,0.00,1025.9,0.6,304
2025-01-04T10:00,2.8,88,0.00,1026.3,1.5,104
2025-01-04T11:00,3.6,97,0.00,1026.6,3.4,155
2025-01-04T12:00,4.2,96,0.00,1026.7,3.9,152
2025-01-04T13:00,4.5,92,0.00,1026.0,3.4,137
2025-01-04T14:00,5.2,88,0.00,1025.5,4.0,141
2025-01-04T15:00,5.5,86,0.00,1024.5,2.9,173
2025-01-04T16:00,5.8,86,0.00,1023.8,4.8,202
2025-01-04T17:00,5.3,92,0.00,1023.6,5.5,203
2025-01-04T18:00,4.9,96,0.00,1023.7,6.2,218
2025-01-04T19:00,4.8,96,0.00,1023.6,4.3,248
2025-01-04T20:00,4.5,98,0.00,1023.2,3.5,298
2025-01-04T21:00,3.4,99,0.00,1022.9,5.0,316
2025-01-04T22:00,2.6,99,0.00,1022.6,5.2,314
2025-01-04T23:00,2.1,100,0.00,1022.5,3.8,315
2025-01-05T00:00,3.5,96,0.00,1022.2,3.4,317
2025-01-05T01:00,3.9,96,0.00,1021.5,1.9,319
2025-01-05T02:00,4.1,97,0.10,1021.0,2.1,31
2025-01-05T03:00,4.2,98,0.00,1020.0,2.7,37
2025-01-05T04:00,4.3,97,0.00,1019.5,2.4,48
2025-01-05T05:00,4.3,98,0.10,1018.7,3.7,61
2025-01-05T06:00,4.2,100,0.10,1018.1,4.9,84
2025-01-05T07:00,4.1,100,0.20,1017.9,3.8,93
2025-01-05T08:00,3.9,100,0.40,1017.5,4.3,66
2025-01-05T09:00,3.8,100,0.50,1016.9,5.6,48
2025-01-05T10:00,4.0,100,0.20,1016.4,4.7,40
2025-01-05T11:00,4.4,100,0.50,1016.1,3.0,57
2025-01-05T12:00,5.2,100,0.20,1015.3,5.8,173
2025-01-05T13:00,6.7,99,0.10,1013.3,18.0,206
2025-01-05T14:00,5.9,100,0.50,1012.8,12.2,193
2025-01-05T15:00,6.8,100,0.50,1011.1,15.3,180
2025-01-05T16:00,6.8,100,1.60,1010.4,13.9,180
2025-01-05T17:00,6.9,99,2.00,1009.8,13.9,183
2025-01-05T18:00,6.8,99,2.30,1009.3,16.6,197
2025-01-05T19:00,6.6,99,1.50,1009.1,19.5,201
2025-01-05T20:00,6.4,99,1.20,1008.8,15.3,200
2025-01-05T21:00,6.3,100,0.70,1008.6,13.8,194
2025-01-05T22:00,6.2,100,0.50,1008.4,9.1,194
2025-01-05T23:00,6.3,100,0.30,1007.9,7.2,174
2025-01-06T00:00,6.5,100,0.30,1007.6,7.8,172
2025-01-06T01:00,6.7,100,0.50,1007.1,12.2,194
2025-01-06T02:00,7.1,100,0.50,1006.8,14.7,208
2025-01-06T03:00,7.2,99,0.10,1006.4,15.2,210
2025-01-06T04:00,6.9,99,0.00,1006.2,10.3,218
2025-01-06T05:00,6.9,99,0.00,1005.8,11.8,219
2025-01-06T06:00,7.0,99,0.00,1005.5,11.5,225
2025-01-06T07:00,6.7,100,0.00,1005.4,6.4,223
2025-01-06T08:00,6.5,100,0.00,1006.0,6.7,234
2025-01-06T09:00,6.3,100,0.00,1006.4,5.8,254
2025-01-06T10:00,6.7,93,0.00,1007.0,6.3,270
2025-01-06T11:00,7.9,76,0.00,1007.8,12.4,286
2025-01-06T12:00,8.2,70,0.00,1008.1,17.6,299
2025-01-06T13:00,8.6,62,0.00,1008.2,20.1,306
2025-01-06T14:00,8.3,61,0.00,1008.5,19.5,309
2025-01-06T15:00,8.3,59,0.00,1008.8,17.9,310
2025-01-06T16:00,8.1,58,0.00,1009.5,18.1,311
2025-01-06T17:00,7.2,61,0.00,1010.5,15.6,304
2025-01-06T18:00,5.7,70,0.00,1011.8,12.8,301
2025-01-06T19:00,4.9,75,0.00,1013.1,14.3,304
2025-01-06T20:00,4.5,77,0.00,1014.3,15.2,306
2025-01-06T21:00,4.3,79,0.00,1015.7,14.6,303
2025-01-06T22:00,4.0,81,0.00,1016.9,11.4,294
2025-01-06T23:00,4.1,81,0.00,1017.6,11.4,286
2025-01-07T00:00,4.3,80,0.00,1018.3,11.4,286
2025-01-07T01:00,4.4,80,0.00,1019.1,12.5,285
2025-01-07T02:00,3.4,83,0.00,1019.2,10.0,290
2025-01-07T03:00,2.9,84,0.00,1019.5,9.4,301
2025-01-07T04:00,2.2,87,0.00,1019.9,8.6,306
2025-01-07T05:00,1.8,88,0.00,1020.5,8.1,307
2025-01-07T06:00,1.3,88,0.00,1020.7,8.0,312
2025-01-07T07:00,1.4,87,0.00,1020.8,7.3,312
2025-01-07T08:00,1.1,86,0.00,1021.3,6.5,314
2025-01-07T09:00,1.0,86,0.00,1021.7,6.0,319
2025-01-07T10:00,3.6,78,0.00,1021.8,4.8,312
2025-01-07T11:00,5.6,69,0.00,1022.6,5.0,215
2025-01-07T12:00,6.7,62,0.00,1022.6,6.8,205
2025-01-07T13:00,6.5,63,0.00,1022.3,7.0,201
2025-01-07T14:00,7.9,62,0.00,1021.6,10.5,197
2025-01-07T15:00,7.1,68,0.00,1021.5,11.8,201
2025-01-07T16:00,6.3,76,0.00,1022.1,9.7,207
2025-01-07T17:00,6.2,81,0.00,1022.2,8.2,216
2025-01-07T18:00,5.2,88,0.00,1022.7,7.9,225
2025-01-07T19:00,4.2,95,0.00,1023.0,6.8,258
2025-01-07T20:00,4.0,95,0.00,1023.4,4.9,276
2025-01-07T21:00,4.7,93,0.00,1023.5,4.9,278
2025-01-07T22:00,4.6,95,0.00,1023.6,3.8,287
2025-01-07T23:00,4.9,93,0.00,1023.9,4.0,288
2025-01-08T00:00,4.8,93,0.00,1023.5,3.5,298
2025-01-08T01:00,4.8,93,0.00,1023.5,3.0,287
2025-01-08T02:00,5.3,97,0.00,1023.2,2.7,228
2025-01-08T03:00,5.3,99,0.00,1023.0,3.2,286
2025-01-08T04:00,5.2,100,0.00,1022.8,4.0,267
2025-01-08T05:00,5.5,100,0.00,1022.2,5.0,249
2025-01-08T06:00,5.6,100,0.00,1021.7,6.1,223
2025-01-08T07:00,5.7,100,0.00,1021.1,8.9,205
2025-01-08T08:00,5.6,100,0.00,1020.9,9.3,204
2025-01-08T09:00,5.5,100,0.00,1020.6,8.6,211
2025-01-08T10:00,5.6,99,0.00,1020.9,10.2,210
2025-01-08T11:00,6.2,96,0.00,1021.1,12.2,218
2025-01-08T12:00,6.7,94,0.00,1020.7,13.8,216
2025-01-08T13:00,7.2,91,0.10,1019.5,11.6,206
2025-01-08T14:00,7.5,84,0.00,1019.0,20.5,215
2025-01-08T15:00,7.0,86,0.10,1018.6,20.2,223
2025-01-08T16:00,7.3,89,0.10,1018.2,18.0,219
2025-01-08T17:00,7.1,92,0.10,1018.3,14.1,219
2025-01-08T18:00,6.7,96,0.10,1017.9,9.7,215
2025-01-08T19:00,6.5,98,0.00,1018.3,4.6,244
2025-01-08T20:00,6.3,99,0.00,1018.5,3.7,284
2025-01-08T21:00,6.2,98,0.00,1018.9,4.4,308
2025-01-08T22:00,6.3,97,0.00,1019.3,4.7,288
2025-01-08T23:00,6.1,97,0.00,1019.4,5.3,294
2025-01-09T00:00,5.0,97,0.00,1019.4,5.5,311
2025-01-09T01:00,5.4,97,0.00,1019.5,5.6,303
2025-01-09T02:00,4.7,95,0.00,1019.6,5.7,316
2025-01-09T03:00,5.7,95,0.00,1019.8,6.4,306
2025-01-09T04:00,5.7,94,0.00,1019.7,7.0,293
2025-01-09T05:00,4.6,93,0.00,1019.3,7.2,295
2025-01-09T06:00,4.8,89,0.00,1019.6,7.7,288
2025-01-09T07:00,5.2,88,0.00,1019.7,8.5,272
2025-01-09T08:00,5.6,88,0.00,1020.1,9.9,261
2025-01-09T09:00,5.9,88,0.00,1020.8,10.7,262
2025-01-09T10:00,7.8,83,0.00,1021.6,11.8,263
2025-01-09T11:00,9.7,78,0.00,1022.5,12.1,263
2025-01-09T12:00,10.8,72,0.00,1022.8,13.6,255
2025-01-09T13:00,11.8,69,0.00,1022.4,14.6,266
2025-01-09T14:00,13.3,60,0.00,1021.9,18.7,288
2025-01-09T15:00,13.2,61,0.00,1021.8,17.7,291
2025-01-09T16:00,12.8,63,0.00,1022.1,17.4,290
2025-01-09T17:00,12.0,67,0.00,1022.4,12.0,278
2025-01-09T18:00,10.3,75,0.00,1023.1,7.4,266
2025-01-09T19:00,8.8,82,0.00,1023.7,6.1,273
2025-01-09T20:00,7.9,86,0.00,1024.4,6.2,282
2025-01-09T21:00,8.0,86,0.00,1024.8,7.0,283
2025-01-09T22:00,7.7,87,0.00,1025.0,8.0,284
2025-01-09T23:00,8.2,87,0.00,1025.3,7.6,285
2025-01-10T00:00,7.2,90,0.00,1025.8,5.9,297
2025-01-10T01:00,6.5,92,0.00,1026.0,5.7,307
2025-01-10T02:00,6.7,92,0.00,1025.9,7.0,312
2025-01-10T03:00,5.9,93,0.00,1025.7,8.3,318
2025-01-10T04:00,5.1,95,0.00,1025.5,9.6,322
2025-01-10T05:00,4.6,96,0.00,1025.5,10.9,322
2025-01-10T06:00,4.5,96,0.00,1025.7,12.2,327
2025-01-10T07:00,4.8,96,0.00,1025.6,11.1,329
2025-01-10T08:00,4.6,96,0.00,1025.9,8.9,331
2025-01-10T09:00,4.0,95,0.00,1026.6,7.3,329
2025-01-10T10:00,6.2,93,0.00,1027.3,5.7,325
2025-01-10T11:00,9.1,85,0.00,1027.9,1.9,304
2025-01-10T12:00,10.7,79,0.00,1027.8,1.9,214
2025-01-10T13:00,11.8,71,0.00,1027.0,4.0,231
2025-01-10T14:00,13.0,59,0.00,1026.2,4.9,270
2025-01-10T15:00,13.8,57,0.00,1025.5,11.1,304
2025-01-10T16:00,13.8,59,0.00,1025.5,15.3,313
2025-01-10T17:00,13.2,64,0.00,1025.4,8.9,297
2025-01-10T18:00,9.3,83,0.00,1025.8,4.1,225
2025-01-10T19:00,7.7,89,0.00,1026.1,4.2,277
2025-01-10T20:00,9.2,86,0.00,1026.4,5.5,283
2025-01-10T21:00,9.2,90,0.00,1026.3,4.4,263
2025-01-10T22:00,8.6,92,0.00,1026.7,4.8,285
2025-01-10T23:00,8.8,91,0.00,1026.8,6.7,278
2025-01-11T00:00,8.7,90,0.00,1026.7,7.1,276
2025-01-11T01:00,9.9,85,0.00,1026.4,8.5,277
2025-01-11T02:00,8.6,87,0.00,1026.1,7.2,267
2025-01-11T03:00,9.0,87,0.00,1025.9,6.6,259
2025-01-11T04:00,9.9,85,0.00,1025.5,5.8,261
2025-01-11T05:00,9.9,89,0.10,1025.1,6.8,270
2025-01-11T06:00,10.6,87,0.10,1024.9,14.2,279
2025-01-11T07:00,10.6,87,0.00,1024.5,14.1,287
2025-01-11T08:00,10.8,89,0.00,1024.8,13.1,286
2025-01-11T09:00,10.9,90,0.20,1024.8,17.0,296
2025-01-11T10:00,11.5,88,0.10,1025.6,19.9,303
2025-01-11T11:00,11.5,88,0.10,1026.0,25.0,313
2025-01-11T12:00,11.8,84,0.00,1026.4,27.0,326
2025-01-11T13:00,13.1,67,0.00,1026.1,20.6,340
2025-01-11T14:00,14.3,65,0.00,1025.3,21.7,333
2025-01-11T15:00,14.6,60,0.00,1025.4,22.6,333
2025-01-11T16:00,14.5,60,0.00,1025.7,25.0,335
2025-01-11T17:00,13.3,63,0.00,1026.2,22.0,335
2025-01-11T18:00,12.1,69,0.00,1026.6,18.2,340
2025-01-11T19:00,11.2,74,0.00,1026.8,9.8,340
2025-01-11T20:00,9.2,85,0.00,1027.6,7.2,342
2025-01-11T21:00,8.8,87,0.00,1028.3,6.5,352
2025-01-11T22:00,7.6,90,0.00,1029.1,4.2,329
2025-01-11T23:00,7.5,91,0.00,1029.4,6.2,316
2025-01-12T00:00,6.5,92,0.00,1029.3,8.7,315
2025-01-12T01:00,5.8,87,0.00,1029.5,10.3,325
2025-01-12T02:00,6.1,78,0.00,1028.9,12.2,326
2025-01-12T03:00,5.5,72,0.00,1029.5,14.3,329
2025-01-12T04:00,5.3,55,0.00,1029.5,15.2,329
2025-01-12T05:00,5.3,38,0.00,1029.3,17.2,335
2025-01-12T06:00,4.8,47,0.00,1029.6,19.8,340
2025-01-12T07:00,4.1,61,0.00,1030.2,18.7,337
2025-01-12T08:00,3.7,71,0.00,1030.9,18.2,337
2025-01-12T09:00,3.5,72,0.00,1030.8,17.6,336
2025-01-12T10:00,5.7,63,0.00,1031.2,15.9,334
2025-01-12T11:00,8.1,58,0.00,1031.5,11.9,328
2025-01-12T12:00,9.8,53,0.00,1030.6,14.7,321
2025-01-12T13:00,10.7,50,0.00,1029.7,15.7,332
2025-01-12T14:00,11.5,50,0.00,1029.1,14.4,337
2025-01-12T15:00,10.7,55,0.00,1029.3,19.0,333
2025-01-12T16:00,10.1,54,0.00,1029.4,20.4,333
2025-01-12T17:00,9.1,56,0.00,1029.8,20.4,334
2025-01-12T18:00,7.6,62,0.00,1030.3,18.2,332
2025-01-12T19:00,6.5,64,0.00,1030.4,20.6,335
2025-01-12T20:00,5.8,65,0.00,1030.6,23.9,340
2025-01-12T21:00,5.5,58,0.00,1030.4,26.4,341
2025-01-12T22:00,4.8,47,0.00,1030.3,24.0,338
2025-01-12T23:00,4.0,40,0.00,1030.1,24.1,333
2025-01-13T00:00,3.4,37,0.00,1030.0,22.8,333
2025-01-13T01:00,2.5,40,0.00,1029.3,21.7,331
2025-01-13T02:00,2.5,45,0.00,1027.9,21.8,331
2025-01-13T03:00,1.8,50,0.00,1027.6,21.3,328
2025-01-13T04:00,1.1,53,0.00,1027.6,21.2,326
2025-01-13T05:00,0.6,55,0.00,1027.5,21.6,326
2025-01-13T06:00,0.8,48,0.00,1027.1,21.6,326
2025-01-13T07:00,0.8,43,0.00,1026.9,21.3,326
2025-01-13T08:00,0.5,43,0.00,1027.2,21.0,325
2025-01-13T09:00,0.3,44,0.00,1027.8,20.2,326
2025-01-13T10:00,2.7,41,0.00,1028.6,17.6,328
2025-01-13T11:00,6.2,47,0.00,1029.1,11.1,326
2025-01-13T12:00,8.8,38,0.00,1029.5,2.7,352
2025-01-13T13:00,9.8,32,0.00,1028.4,2.1,255
2025-01-13T14:00,10.9,28,0.00,1026.7,4.7,313
2025-01-13T15:00,10.4,31,0.00,1026.5,4.3,338
2025-01-13T16:00,9.7,35,0.00,1026.7,2.7,360
2025-01-13T17:00,8.5,41,0.00,1027.0,4.6,324
2025-01-13T18:00,5.4,49,0.00,1028.1,7.7,323
2025-01-13T19:00,2.7,54,0.00,1028.2,15.7,324
2025-01-13T20:00,1.5,56,0.00,1028.5,16.2,323
2025-01-13T21:00,1.2,58,0.00,1028.8,16.1,323
2025-01-13T22:00,0.8,59,0.00,1028.7,16.7,323
2025-01-13T23:00,-0.1,62,0.00,1029.0,15.4,327
2025-01-14T00:00,-1.0,66,0.00,1030.1,7.2,328
2025-01-14T01:00,-0.3,59,0.00,1031.0,2.5,330
2025-01-14T02:00,0.1,52,0.00,1030.3,3.2,333
2025-01-14T03:00,-0.3,52,0.00,1030.3,3.8,3
2025-01-14T04:00,-0.7,49,0.00,1030.8,4.9,2
2025-01-14T05:00,-0.8,41,0.00,1031.5,5.5,49
2025-01-14T06:00,-0.8,39,0.00,1032.3,2.8,27
2025-01-14T07:00,-0.3,36,0.00,1032.5,1.8,354
2025-01-14T08:00,-0.2,31,0.00,1032.7,2.5,339
2025-01-14T09:00,-0.0,35,0.00,1032.8,3.3,319
2025-01-14T10:00,2.9,42,0.00,1032.7,3.7,317
2025-01-14T11:00,5.1,29,0.00,1033.1,1.3,8
2025-01-14T12:00,6.6,26,0.00,1032.9,2.6,129
2025-01-14T13:00,7.6,26,0.00,1031.8,4.1,142
2025-01-14T14:00,8.8,31,0.00,1030.9,4.8,153
2025-01-14T15:00,8.8,31,0.00,1030.1,3.3,151
2025-01-14T16:00,8.9,33,0.00,1029.7,1.7,148
2025-01-14T17:00,7.9,51,0.00,1029.7,0.2,180
2025-01-14T18:00,4.3,49,0.00,1029.9,2.4,306
2025-01-14T19:00,3.1,54,0.00,1029.7,4.7,317
2025-01-14T20:00,0.1,71,0.00,1029.4,6.5,316
2025-01-14T21:00,-1.7,78,0.00,1029.3,7.6,317
2025-01-14T22:00,-2.3,79,0.00,1029.3,10.0,321
2025-01-14T23:00,-1.6,67,0.00,1029.6,14.7,320
2025-01-15T00:00,-0.1,51,0.00,1029.7,16.6,319
2025-01-15T01:00,0.6,42,0.00,1029.3,15.4,319
2025-01-15T02:00,0.5,41,0.00,1028.8,14.5,322
2025-01-15T03:00,-0.1,42,0.00,1028.4,15.5,320
2025-01-15T04:00,-0.3,40,0.00,1028.2,15.4,318
2025-01-15T05:00,-0.2,39,0.00,1027.7,16.8,318
2025-01-15T06:00,-0.3,39,0.00,1027.3,16.1,319
2025-01-15T07:00,-0.7,40,0.00,1027.2,15.6,321
2025-01-15T08:00,-1.0,41,0.00,1027.7,15.8,323
2025-01-15T09:00,-0.7,40,0.00,1027.6,16.4,322
2025-01-15T10:00,2.4,39,0.00,1028.0,15.1,328
2025-01-15T11:00,6.4,44,0.00,1028.5,10.4,330
2025-01-15T12:00,8.8,38,0.00,1028.9,3.5,332
2025-01-15T13:00,9.9,36,0.00,1027.6,1.6,276
2025-01-15T14:00,11.6,30,0.00,1026.1,1.3,254
2025-01-15T15:00,11.3,29,0.00,1025.3,3.3,283
2025-01-15T16:00,10.5,31,0.00,1025.1,5.2,304
2025-01-15T17:00,8.1,42,0.00,1025.5,6.5,314
2025-01-15T18:00,4.9,40,0.00,1025.7,16.0,325
2025-01-15T19:00,3.0,38,0.00,1025.0,20.7,325
2025-01-15T20:00,3.0,38,0.00,1025.2,20.7,325
2025-01-15T21:00,3.1,39,0.00,1025.6,21.1,326
2025-01-15T22:00,3.0,39,0.00,1024.5,21.1,325
2025-01-15T23:00,2.9,39,0.00,1024.1,21.1,328
2025-01-16T00:00,3.1,37,0.00,1023.6,21.0,330
2025-01-16T01:00,2.7,38,0.00,1023.1,20.1,329
2025-01-16T02:00,2.8,40,0.00,1022.8,21.4,328
2025-01-16T03:00,2.7,40,0.00,1022.5,21.1,329
2025-01-16T04:00,2.6,41,0.00,1022.5,20.4,328
2025-01-16T05:00,2.4,42,0.00,1022.5,19.6,330
2025-01-16T06:00,2.2,43,0.00,1022.3,19.2,330
2025-01-16T07:00,2.0,44,0.00,1022.3,19.5,329
2025-01-16T08:00,1.9,46,0.00,1022.5,19.1,328
2025-01-16T09:00,1.7,49,0.00,1023.0,17.6,329
2025-01-16T10:00,4.1,49,0.00,1023.8,13.3,332
2025-01-16T11:00,7.4,50,0.00,1024.4,4.2,342
2025-01-16T12:00,8.7,42,0.00,1024.0,2.0,180
2025-01-16T13:00,9.2,43,0.00,1023.0,5.1,188
2025-01-16T14:00,10.4,39,0.00,1021.9,5.8,171
2025-01-16T15:00,10.1,40,0.00,1021.3,6.1,157
2025-01-16T16:00,9.6,43,0.00,1021.4,4.7,133
2025-01-16T17:00,8.6,46,0.00,1022.4,5.8,97
2025-01-16T18:00,6.2,59,0.00,1023.1,1.4,67
2025-01-16T19:00,6.4,60,0.00,1023.5,3.5,55
2025-01-16T20:00,5.3,61,0.00,1025.1,12.7,75
2025-01-16T21:00,4.1,69,0.00,1027.0,15.9,85
2025-01-16T22:00,3.7,74,0.00,1027.7,13.0,80
2025-01-16T23:00,2.9,77,0.00,1028.5,16.7,66
2025-01-17T00:00,2.2,81,0.00,1029.2,14.1,59
2025-01-17T01:00,1.8,84,0.00,1029.5,7.9,43
2025-01-17T02:00,1.2,83,0.00,1029.2,6.0,29
2025-01-17T03:00,1.0,83,0.00,1029.1,6.4,18
2025-01-17T04:00,1.2,77,0.00,1029.5,7.4,41
2025-01-17T05:00,1.1,72,0.00,1030.0,8.1,53
2025-01-17T06:00,0.7,75,0.00,1030.3,8.9,48
2025-01-17T07:00,0.9,77,0.00,1030.7,11.2,44
2025-01-17T08:00,0.8,80,0.00,1031.3,10.8,42
2025-01-17T09:00,0.6,81,0.00,1031.5,8.8,20
2025-01-17T10:00,2.7,71,0.00,1031.5,10.3,33
2025-01-17T11:00,4.5,65,0.00,1031.7,13.4,59
2025-01-17T12:00,5.6,63,0.00,1031.3,16.0,69
2025-01-17T13:00,6.4,61,0.00,1030.7,16.5,77
2025-01-17T14:00,7.2,57,0.00,1029.7,13.2,85
2025-01-17T15:00,7.7,55,0.00,1029.1,14.1,84
2025-01-17T16:00,7.5,55,0.00,1029.2,13.5,74
2025-01-17T17:00,7.1,55,0.00,1029.2,11.8,78
2025-01-17T18:00,4.6,69,0.00,1029.3,4.5,53
2025-01-17T19:00,3.3,72,0.00,1029.4,4.8,349
2025-01-17T20:00,2.9,74,0.00,1029.5,5.2,338
2025-01-17T21:00,1.9,78,0.00,1029.8,5.3,336
2025-01-17T22:00,1.4,79,0.00,1030.1,5.7,332
2025-01-17T23:00,0.6,82,0.00,1030.2,7.0,325
2025-01-18T00:00,-0.3,88,0.00,1030.2,5.8,324
2025-01-18T01:00,-0.3,87,0.00,1030.0,4.1,319
2025-01-18T02:00,-0.8,85,0.00,1029.4,3.7,317
2025-01-18T03:00,-0.2,80,0.00,1029.4,1.5,315
2025-01-18T04:00,-0.1,79,0.00,1029.4,3.2,317
2025-01-18T05:00,-0.9,84,0.00,1028.8,5.0,314
2025-01-18T06:00,-1.5,88,0.00,1028.1,6.5,314
2025-01-18T07:00,-1.9,90,0.00,1027.4,8.0,316
2025-01-18T08:00,-1.9,91,0.00,1027.5,9.0,316
2025-01-18T09:00,-1.5,90,0.00,1027.5,10.3,317
2025-01-18T10:00,2.9,72,0.00,1027.4,10.1,319
2025-01-18T11:00,6.5,61,0.00,1027.7,3.2,333
2025-01-18T12:00,8.0,54,0.00,1027.3,1.3,90
2025-01-18T13:00,8.7,51,0.00,1026.4,2.6,146
2025-01-18T14:00,9.0,46,0.00,1025.3,4.0,175
2025-01-18T15:00,8.8,52,0.00,1024.5,4.5,178
2025-01-18T16:00,8.3,57,0.00,1024.2,4.9,180
2025-01-18T17:00,6.8,67,0.00,1024.3,4.0,175
2025-01-18T18:00,2.8,77,0.00,1024.8,3.4,252
2025-01-18T19:00,1.3,75,0.00,1024.9,5.0,311
2025-01-18T20:00,-1.5,90,0.00,1024.9,9.3,319
2025-01-18T21:00,-2.0,91,0.00,1024.6,11.5,316
2025-01-18T22:00,-0.9,82,0.00,1024.2,11.6,316
