Time,Angular velocity
9.81667,-0.676729
9.83333,-0.657644
9.85,-0.680761
9.86667,-0.713578
9.88333,-0.711952
9.9,-0.701927
9.91667,-0.695679
9.93333,-0.696259
9.95,-0.695997
9.96667,-0.697598
9.98333,-0.698278
10,-0.695391
10.0167,-0.704353
10.0333,-0.620206
10.05,-0.642264
10.0667,-0.670878
10.0833,-0.667383
10.1,-0.674327
10.1167,-0.678364
10.1333,-0.673555
10.15,-0.667821
10.1667,-0.660336
10.1833,-0.661832
10.2,-0.675845
10.2167,-0.674824
10.2333,-0.678604
10.25,-0.686214
10.2667,-0.685135
10.2833,-0.678389
10.3,-0.668738
10.3167,-0.666042
10.3333,-0.662318
10.35,-0.657408
10.3667,-0.626951
10.3833,-0.617591
10.4,-0.611369
10.4167,-0.618686
10.4333,-0.613085
10.45,-0.60791
10.4667,-0.612667
10.4833,-0.579212
10.5,-0.583426
10.5167,-0.578448
10.5333,-0.574186
10.55,-0.559049
10.5667,-0.557547
10.5833,-0.545439
10.6,-0.539377
10.6167,-0.534563
10.6333,-0.52819
10.65,-0.527123
10.6667,-0.5112
10.6833,-0.504863
10.7,-0.500991
10.7167,-0.497624
10.7333,-0.48712
10.75,-0.478687
10.7667,-0.479767
10.7833,-0.476674
10.8,-0.46666
10.8167,-0.458407
10.8333,-0.457702
10.85,-0.45036
10.8667,-0.4369
10.8833,-0.440859
10.9,-0.436577
10.9167,-0.433705
10.9333,-0.477982
10.95,-0.470398
10.9667,-0.463319
10.9833,-0.452384
11,-0.454864
11.0167,-0.45088
11.0333,-0.445823
11.05,-0.442171
11.0667,-0.433771
11.0833,-0.479576
11.1,-0.472783
11.1167,-0.467027
11.1333,-0.460853
11.15,-0.454725
11.1667,-0.459623
11.1833,-0.453377
11.2,-0.432783
11.2167,-0.450248
11.2333,-0.44845
11.25,-0.4367
11.2667,-0.447343
11.2833,-0.428086
11.3,-0.417413
11.3167,-0.411858
11.3333,-0.422946
11.35,-0.407737
11.3667,-0.397494
11.3833,-0.391791
11.4,-0.391038
11.4167,-0.386328
11.4333,-0.395776
11.45,-0.398016
11.4667,-0.398656
11.4833,-0.397431
11.5,-0.396512
11.5167,-0.395372
11.5333,-0.39095
11.55,-0.384084
11.5667,-0.392667
11.5833,-0.393765
11.6,-0.394857
11.6167,-0.392518
11.6333,-0.391635
11.65,-0.389969
11.6667,-0.38792
11.6833,-0.387681
11.7,-0.396094
11.7167,-0.39922
11.7333,-0.391802
11.75,-0.384253
11.7667,-0.372692
11.7833,-0.369314
11.8,-0.368175
11.8167,-0.364712
11.8333,-0.375575
11.85,-0.376239
11.8667,-0.377109
11.8833,-0.394547
11.9,-0.415598
11.9167,-0.411842
11.9333,-0.413734
11.95,-0.410663
11.9667,-0.407662
11.9833,-0.404867
12,-0.40083
12.0167,-0.401331
12.0333,-0.408221
12.05,-0.416098
12.0667,-0.416145
12.0833,-0.418578
12.1,-0.423104
12.1167,-0.4207
12.1333,-0.417055
12.15,-0.408557
12.1667,-0.417803
12.1833,-0.414612
12.2,-0.387062
12.2167,-0.392848
12.2333,-0.39575
12.25,-0.392065
12.2667,-0.38689
12.2833,-0.382148
12.3,-0.37847
12.3167,-0.376703
12.3333,-0.373159
12.35,-0.36935
12.3667,-0.364612
12.3833,-0.362724
12.4,-0.363601
12.4167,-0.3623
12.4333,-0.367948
12.45,-0.369255
12.4667,-0.369322
12.4833,-0.361764
12.5,-0.360465
12.5167,-0.363452
12.5333,-0.364409
12.55,-0.360671
12.5667,-0.367184
12.5833,-0.369765
12.6,-0.370843
12.6167,-0.37375
12.6333,-0.367719
12.65,-0.376254
12.6667,-0.388482
12.6833,-0.385926
12.7,-0.391039
12.7167,-0.388222
12.7333,-0.387045
12.75,-0.384385
12.7667,-0.380298
12.7833,-0.383163
12.8,-0.393523
12.8167,-0.406786
12.8333,-0.405546
12.85,-0.402462
12.8667,-0.398675
12.8833,-0.38995
12.9,-0.384996
12.9167,-0.382668
12.9333,-0.380212
12.95,-0.377931
12.9667,-0.385881
12.9833,-0.412022
13,-0.428453
13.0167,-0.430842
13.0333,-0.431698
13.05,-0.421902
13.0667,-0.410462
13.0833,-0.401348
13.1,-0.397311
13.1167,-0.406077
13.1333,-0.395163
13.15,-0.394031
13.1667,-0.39432
13.1833,-0.384164
13.2,-0.3679
13.2167,-0.359563
13.2333,-0.353399
13.25,-0.349988
13.2667,-0.344986
13.2833,-0.34285
