Time,Position (x)
24.0333,-1.72591
24.05,-1.72989
24.0667,-1.73431
24.0833,-1.73937
24.1,-1.74517
24.1167,-1.75149
24.1333,-1.75748
24.15,-1.7632
24.1667,-1.76959
24.1833,-1.77665
24.2,-1.7842
24.2167,-1.79211
24.2333,-1.80039
24.25,-1.80916
24.2667,-1.81845
24.2833,-1.82805
24.3,-1.83803
24.3167,-1.84854
24.3333,-1.85952
24.35,-1.87086
24.3667,-1.88247
24.3833,-1.89459
24.4,-1.90727
24.4167,-1.92031
24.4333,-1.9336
24.45,-1.94732
24.4667,-1.96159
24.4833,-1.97621
24.5,-1.98551
24.5167,-1.98954
24.5333,-1.99391
24.55,-1.99846
24.5667,-2.00121
24.5833,-2.00213
24.6,-2.00313
24.6167,-2.00587
24.6333,-2.01039
24.65,-2.01504
24.6667,-2.01977
24.6833,-2.02484
24.7,-2.03023
24.7167,-2.03564
24.7333,-2.04134
24.75,-2.04736
24.7667,-2.05195
24.7833,-2.05521
24.8,-2.0587
24.8167,-2.06228
24.8333,-2.06611
24.85,-2.07024
24.8667,-2.07451
24.8833,-2.07676
24.9,-2.07684
24.9167,-2.07626
24.9333,-2.07502
24.95,-2.07448
24.9667,-2.07471
24.9833,-2.075
25,-2.07496
25.0167,-2.07459
25.0333,-2.07332
25.05,-2.07117
25.0667,-2.06896
25.0833,-2.06642
25.1,-2.06356
25.1167,-2.06033
25.1333,-2.05662
25.15,-2.05256
25.1667,-2.04884
25.1833,-2.04559
25.2,-2.04221
25.2167,-2.0387
25.2333,-2.03508
25.25,-2.03142
25.2667,-2.0276
25.2833,-2.02363
25.3,-2.01958
25.3167,-2.01717
25.3333,-2.01644
25.35,-2.01557
25.3667,-2.01459
25.3833,-2.01346
25.4,-2.0122
25.4167,-2.01079
25.4333,-2.00904
25.45,-2.00697
25.4667,-2.00478
25.4833,-2.00248
25.5,-2.00012
25.5167,-1.9978
25.5333,-1.99551
25.55,-1.9932
25.5667,-1.99084
25.5833,-1.98845
25.6,-1.98601
25.6167,-1.98362
25.6333,-1.98139
25.65,-1.97929
25.6667,-1.97658
25.6833,-1.97317
25.7,-1.96972
25.7167,-1.96613
25.7333,-1.96243
25.75,-1.95859
25.7667,-1.95455
25.7833,-1.95035
25.8,-1.94595
25.8167,-1.94135
25.8333,-1.93657
25.85,-1.9316
25.8667,-1.9264
